Ticker,Company Name,Sector,ESG Score,ESG Rank,MCSI ESG Rating,BESG Score,ESG Score SYN,YFin E,YFin S,YFin G,Market Cap,EBITDA,PE,EV,Date,Return,Model 1,Model 2,Model 3,Average Return,Average Sector Return
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-01-01,-2.2829036507064195,-2.3144355301472355,-2.3440432080938867,-2.10307268799015,-1.0172770059132534,-1.2079242789545677
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-02-01,-1.663713370348884,-1.7607661171675788,-1.647307348819615,-1.7224100750426368,-1.0172770059132534,-1.1508273534888158
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-03-01,-2.3545991072270596,-2.406361846623143,-2.2844967065639565,-2.433744768653177,-1.0172770059132534,-1.0338028976473055
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-04-01,0.0057369267311975225,-0.06342215213843981,0.06352029271644619,1.9073800443868563,-1.0172770059132534,-0.4581843528570349
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-05-01,-0.3875374995414541,-0.6488817894428803,-0.3015315885974508,0.9277581430828709,-1.0172770059132534,-1.1736303063848534
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-06-01,-1.4192757823051756,-1.519314576724416,-1.4322442360114385,-1.0355184498630217,-1.0172770059132534,-0.9248647672208751
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-07-01,-1.0051031474639498,-1.290354282806077,-1.0025657633942542,-1.1048016062984474,-1.0172770059132534,-1.0906326525444714
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-08-01,-1.7623248817580373,-1.8548597926823764,-1.8462489554743775,-1.8568614877545877,-1.0172770059132534,-0.9963468874503689
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-09-01,-1.9439433129532482,-2.2480381269164216,-2.018787102370759,-2.043943303620597,-1.0172770059132534,-1.250716459900917
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-10-01,-0.004752844226883601,-0.25479486935142454,-0.017328350758452377,-0.10466524690748094,-1.0172770059132534,-0.6236568281167881
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-11-01,-1.2195536687701365,-1.482288206788312,-1.1743238224359538,-1.3178042465868964,-1.0172770059132534,-1.3606983465225062
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2013-12-01,-1.1056844642365866,-1.01858602644815,-1.0738644768884278,-1.2056749285875694,-1.0172770059132534,-0.615253965356319
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-01-01,-0.6818158939975691,-0.6677209379461041,-0.6710682709240213,-0.7686807709051695,-1.0172770059132534,-1.3268258130194375
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-02-01,-1.27858219183486,-1.45873142762733,-1.1797890575516483,-1.3778985281300418,-1.0172770059132534,-0.6338534091545004
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-03-01,-1.6975594092371935,-1.5174186243272676,-1.6303340825713644,-1.4201018751947234,-1.0172770059132534,-1.439723384999808
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-04-01,0.2109547200634061,0.0963269263660895,0.25818455201714174,0.11189262937027131,-1.0172770059132534,-1.5759911072686048
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-05-01,-1.7857617306085212,-1.6940557428674503,-1.8372353533075763,-1.8857548289444521,-1.0172770059132534,-1.153592821356249
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-06-01,-3.368512768357,-3.543099689460034,-3.2994347053199298,-3.4614488896933495,-1.0172770059132534,-1.5368514821960382
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-07-01,-0.41516803617739884,-0.36435218634050814,-0.3843186176030179,0.7833862421118168,-1.0172770059132534,-0.6123847977630097
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-08-01,-1.881958068218369,-2.180280354626238,-1.9538070872078657,2.171891361763127,-1.0172770059132534,-1.14816099711639
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-09-01,-0.985781000854458,-1.1581598598535927,-1.0196035902985574,-0.9351722348051682,-1.0172770059132534,-0.7842923624952455
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-10-01,-0.7719623172117795,-0.8303161378138526,-0.8452232419701663,-0.8719531223940351,-1.0172770059132534,-1.0541470868197393
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-11-01,-1.5153256318776798,-1.5847420184474348,-1.4502653656504447,-1.5834050515470246,-1.0172770059132534,-1.1628497377728566
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2014-12-01,-1.1170918184790195,-1.5376110950532813,-1.0341094056349756,-1.2017958982897168,-1.0172770059132534,-1.3317872937124333
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-01-01,-2.6114804080809026,-2.8815682752511766,-2.601001593611373,-2.6822273609246334,-1.0172770059132534,-1.0403521413218881
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-02-01,0.12667203107638003,-0.1040699917764275,0.058042826517417795,0.06665501205981936,-1.0172770059132534,-0.7699183041478096
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-03-01,-2.1687002529882715,-2.085418698179547,-2.1603233445277907,-2.2259089050774348,-1.0172770059132534,-1.9470363270913114
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-04-01,-1.3783153301840771,-1.106767252327004,-1.4333630945811489,-1.4764742235533443,-1.0172770059132534,-0.929546972036513
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-05-01,0.472441912607519,0.3062096258508046,0.5179746273120125,0.3725291979133105,-1.0172770059132534,-1.1535404019046378
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-06-01,-0.8246490481480323,-0.8702342507999268,-0.8173394245482339,-0.92464904795501,-1.0172770059132534,-0.43135828181769986
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-07-01,-0.2215879117173597,-0.5537583536893125,-0.2565034437572764,-0.320554252903705,-1.0172770059132534,-1.309615614746268
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-08-01,-1.5195204780195182,-1.8946596574068841,-1.4243423470062906,-1.610907841479049,-1.0172770059132534,-1.194407507056301
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-09-01,0.40667498439100513,0.24011692791877223,0.48937797714697495,0.30716490329179746,-1.0172770059132534,-1.0364901998172884
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-10-01,-2.804864055321932,-3.176774550949701,-2.750062236354546,-1.5959674085381985,-1.0172770059132534,-1.303563879280514
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-11-01,0.11279821240778132,0.07092847991703508,0.11612207659517562,0.06231267677247182,-1.0172770059132534,-0.3861587032984536
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2015-12-01,-2.465658871956794,-2.2079294873592046,-2.5344811300583054,-2.5655814209944365,-1.0172770059132534,-1.3869808274868067
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-01-01,0.029820084046507267,-0.2792985446648494,0.07221441704761944,0.004581377204160353,-1.0172770059132534,-0.9639408753714062
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-02-01,-0.4906962657131897,-0.6469374638239087,-0.5536142674737053,-0.5906839640737215,-1.0172770059132534,-1.122376285780914
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-03-01,0.28078418178976716,0.07130355988407314,0.22394343838454298,0.18085752300335248,-1.0172770059132534,-0.9699271310127806
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-04-01,0.6488091885180389,0.42385174475214693,0.5619164010775123,0.5534268658379063,-1.0172770059132534,-0.6947987624296063
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-05-01,-1.6925431011657461,-1.7342152695229525,-1.6609764281422823,-1.7625189336054188,-1.0172770059132534,-0.7887097617775275
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-06-01,0.14761478543691808,0.0385169551499312,0.13367987725805563,0.047730600612021584,-1.0172770059132534,-0.5084833900598406
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-07-01,-1.2170199002953197,-1.003209840304132,-1.2943361036678769,-1.147271628397205,-1.0172770059132534,-0.8953660768981407
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-08-01,-2.0024374203739415,-1.9108063064077414,-2.0650355737816315,-2.0961595109004425,-1.0172770059132534,-1.302352405686483
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-09-01,-2.1297589210363004,-2.4562287635730407,-2.1139898945026667,-2.109223759226122,-1.0172770059132534,-1.1256947186723896
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-10-01,-1.0524388276990955,-1.420620065796159,-1.0733783133093404,0.23700134424905892,-1.0172770059132534,-1.0065135938396543
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-11-01,-0.47183446686403185,-0.24944665870921243,-0.4946927209788552,-0.5243589402628781,-1.0172770059132534,-0.954499890827302
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2016-12-01,-0.2587486588164877,-0.25088626645946854,-0.23420651601631512,-0.3587485520205981,-1.0172770059132534,-0.8718780544777338
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-01-01,-0.6325998694342713,-1.1875719694492353,-0.5675229604284678,-0.7274985263253332,-1.0172770059132534,-1.326148656998847
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-02-01,-1.4587619934277207,-1.35757604193864,-1.3877513804255814,-1.3908003401401265,-1.0172770059132534,-0.23904603479971745
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-03-01,-1.961027806001828,-1.8990958623104988,-1.9045196837018386,-1.97680683118987,-1.0172770059132534,-1.3215607295454754
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-04-01,1.3885551006651085,1.4096281752598963,1.4305066132824578,1.3866805501067145,-1.0172770059132534,-0.6094820155887486
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-05-01,-2.467878098662692,-2.654329543368586,-2.5161651710688657,-2.2126897974355724,-1.0172770059132534,-0.8820780722061836
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-06-01,-0.6273041172979001,-1.0352605096086709,-0.5335677621487053,-0.7270808502942776,-1.0172770059132534,-1.190541931984764
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-07-01,-0.6807667833139743,-1.0081784954463526,-0.6339521816204468,-0.6883448879311437,-1.0172770059132534,-1.004611508170723
OIR,Company 0,Consumer Discretionary,100,25,CC,2,75,31,32,21,84750,88389,50364,84495,2017-08-01,-1.7411229479015085,-1.811964137630459,-1.7860235156165722,-1.6362681642775885,-1.0172770059132534,-1.5884250496182037
