CIK,date,ret,pred_ret1,pred_ret2,pred_ret3
5220704,2013-01-01,0.04203781458010211,-0.0003087114147302117,-0.047066279440377175,-0.4136613587275014
5220704,2013-02-01,-0.09854206746810144,-0.394994687006024,0.16333356951840586,-0.31571163524700674
5220704,2013-03-01,-0.21025902061774754,-0.36439102708198556,-0.29191798331610663,-0.1458957855196213
5220704,2013-04-01,0.038368206028947874,-0.005837488198267599,-0.15049229740262976,0.0065813892213131
5220704,2013-05-01,0.1514897044538847,0.12226984734267202,-0.05004969029458192,0.6027358948418912
5220704,2013-06-01,0.32249630148300373,0.08539823239485031,-0.10039050845550782,0.35908078690120915
5220704,2013-07-01,-0.1091069385199722,-0.05106434608723841,-0.13825763963011217,-0.014083086291805616
5220704,2013-08-01,0.21741720570897594,-0.04561123276682513,-0.046939042256745334,0.3470671246675979
5220704,2013-09-01,-0.08405065399948321,-0.3002788780266854,-0.2988436239445714,-0.408102606743328
5220704,2013-10-01,-0.07182059506934024,-0.2994283804418322,-0.3022445000354978,-0.051815765654787224
5220704,2013-11-01,0.04514249228598536,0.036679408016754594,-0.04873099281761412,-0.1479961255421013
5220704,2013-12-01,0.1501201467501995,0.2795431717871596,0.3115195923618319,0.17293951102305735
5220704,2014-01-01,-0.29986026393322746,-0.26526938811847267,-0.5047546917322734,-0.4293933351856716
5220704,2014-02-01,-0.28955496060410585,-0.1510496528374388,-0.47944198333848154,-0.2753189958889347
5220704,2014-03-01,0.42504579837520184,0.4711813611256678,0.5033175942271908,0.31925832767234774
5220704,2014-04-01,0.05049083062304328,-0.021153427800120195,-0.336299048626607,-0.25375813968629646
5220704,2014-05-01,0.3455351371653885,0.01126074088298018,0.40956219697803065,0.04065901919082651
5220704,2014-06-01,0.09871276860914127,0.17248143622520998,-0.053537653875641904,0.07274884675341572
5220704,2014-07-01,-0.27839045069344104,-0.017207150140299304,-0.13629688442802276,-0.3643427104036566
5220704,2014-08-01,0.010087506541055174,-0.07409083218459822,0.09773995923905879,-0.45505912786873304
5220704,2014-09-01,0.38484741333578637,0.4167626492580966,0.3374626240248906,0.3381722513064014
5220704,2014-10-01,-0.2030560809065697,-0.18442029865430942,-0.004845991145173756,-0.2540917060928929
5220704,2014-11-01,0.17579667554432016,0.3134164430099061,0.03532158592598292,-0.18508984419997312
5220704,2014-12-01,-0.15896681836874046,-0.25016182557750155,0.02818509192480667,-0.05393169314968188
5220704,2015-01-01,-0.18500102157738987,-0.17144449008668097,-0.5423596291829257,-0.42689220726537225
5220704,2015-02-01,-0.18277046413112621,-0.07510134080148961,-0.33738343682122707,-0.12119586458490703
5220704,2015-03-01,0.09869313949131027,0.000738269344835854,0.23911412087215314,-0.05239115539650706
5220704,2015-04-01,0.20624723370833764,-0.19422313398873467,0.10381818866100334,0.33689823026393506
5220704,2015-05-01,0.1706057511665043,-0.1754994521693492,0.4376407807126226,-0.28511030783737207
5220704,2015-06-01,0.1355691261848102,0.15226172102396093,-0.27792650943378006,0.08065477304192706
5220704,2015-07-01,0.10379670827347835,-0.05899179386434944,-0.037725879604763785,0.4220313121979298
5220704,2015-08-01,-0.03863583151836362,0.10739771437330331,-0.04489523631555153,-0.08992754827644389
5220704,2015-09-01,-0.06906789800407824,-0.6879768988553366,-0.2343012782386556,-0.20559672976585056
5220704,2015-10-01,0.1477903090140215,0.14936340469079368,0.21390718206151585,0.04965641846151078
5220704,2015-11-01,-0.14659694382507157,-0.2619760360891824,-0.3609354833128292,-0.3050202120508888
5220704,2015-12-01,0.037916116148125144,-0.0864434961563327,-0.0614237194179976,0.17777984777631642
5220704,2016-01-01,-0.23660464533180073,-0.715279722353552,-0.31534627679773525,-0.4376839498208336
5220704,2016-02-01,-0.09165048122110162,-0.4311498659461094,-0.10042475540094557,-0.483995871764214
5220704,2016-03-01,-0.2716055511463451,-0.21935620133377673,0.03361310912743429,-0.4643987980527189
5220704,2016-04-01,-0.007075714876268464,0.023832866691595456,0.03355769899017658,-0.141641031524171
5220704,2016-05-01,-0.03611157731061976,0.0715869592011445,-0.3750621575006934,-0.12093779412825892
5220704,2016-06-01,0.026587293417116315,-0.19460072504076048,-0.1841843240049845,-0.2982921559581861
5220704,2016-07-01,-0.055186202671277475,-0.029803756698360884,-0.1460904600217907,0.06942758911093072
5220704,2016-08-01,0.006390285567416003,-0.11903081821530176,-0.12194080178462044,-0.4994532623804918
5220704,2016-09-01,-0.3731597220970692,-0.5653395967762348,-0.3302934399085067,-0.5630852436938023
5220704,2016-10-01,0.16018131009115022,0.25748214970894434,0.03629141146760448,0.24048830003040042
5220704,2016-11-01,0.21662714317992054,0.08965226187283637,0.12939451730838222,0.19341843505209153
5220704,2016-12-01,0.17919767122854924,0.16592804075787712,0.24117184014461082,0.33636699282925797
5220704,2017-01-01,-0.2225203715536669,-0.2007283830641447,-0.4451247259769985,-0.3462717977636413
5220704,2017-02-01,0.17171371046168557,0.18387918341640594,0.1122964747577482,-0.2537378653583745
5220704,2017-03-01,0.055524607249049215,-0.07228924463898137,0.06270425982360964,0.2192387085413536
5220704,2017-04-01,-0.32810732988294233,-0.30361418685352837,-0.7389191424659044,-0.7362945716152971
5220704,2017-05-01,0.13259052658022435,0.017101056892523503,0.24314229650220862,0.39713748975080976
5220704,2017-06-01,0.3213445210587227,0.191995997136213,0.28063209397456657,0.28896587270952845
5220704,2017-07-01,-0.5531911032199485,-1.0671820806789991,-0.7209039619124206,-0.6490429217069643
5220704,2017-08-01,0.18829855552076935,-0.015191253121933021,0.16719012403978786,-0.1116533982846735
5220704,2017-09-01,0.21907807085050335,0.2619576651259231,-0.12639532439633241,0.5194767394575492
5220704,2017-10-01,-0.23594089140258023,-0.16454589668149766,-0.4123585756119552,-0.4055391701488551
5220704,2017-11-01,-0.09715478937763097,-0.1667942347960541,-0.18184746575669686,-0.03711148916162013
5220704,2017-12-01,0.2736063991638633,0.33476848365185063,0.18319252408844874,0.2726477504407838
5220704,2018-01-01,-0.10956991072095977,-0.40985942555050114,-0.35428494422995904,-0.5202140943194334
5220704,2018-02-01,0.22138878868149928,0.27762553744609875,-0.18215711887820674,0.23508299109495287
5220704,2018-03-01,0.2948988687852098,0.16928672654934082,0.2692154876455374,0.22387301631095644
5220704,2018-04-01,-0.6297478750865093,-0.6863652558272316,-0.826643018746032,-1.0019412784839954
5220704,2018-05-01,0.30137659059714234,0.1716391530349022,0.3888667743662585,0.27248841759192033
5220704,2018-06-01,0.1653716315223016,0.09411307705858032,-0.07732759172880133,-0.18710660608303661
5220704,2018-07-01,0.2912708629160904,0.21408819438498514,0.26022416537176574,-0.3467152199367224
5220704,2018-08-01,0.18749314081298193,0.38995860623040346,0.13884943109525585,0.1002290216243773
5220704,2018-09-01,0.14679870365031994,-0.2594031505881427,-0.00998185765905965,0.19020012259836214
5220704,2018-10-01,0.44828251612954617,0.31633147797556915,0.5074913443970718,0.4480964261583805
5220704,2018-11-01,0.2583015519076204,0.35118739732247384,-0.031762932014014145,0.02590693306689637
5220704,2018-12-01,0.1302119596776779,-0.16550382721272658,0.32174736178278984,-0.1684456098480544
5220704,2019-01-01,0.10505577877605915,-0.056942721965407526,0.09201766025193522,-0.05392692038069424
5220704,2019-02-01,0.23645070887918804,0.015219297985033922,0.08413441163116084,-0.12313861967929113
5220704,2019-03-01,0.1268632249297313,0.0871884959503649,-0.06405060591808528,-0.30356141716074503
5220704,2019-04-01,-0.024952898509014335,-0.3480208046287675,-0.2391399109707116,-0.43974035676783685
5220704,2019-05-01,-0.17211336374260877,-0.6693138888472739,-0.34368944211989483,-0.38878481316389335
5220704,2019-06-01,-0.2184886609742522,-0.35211853176260877,-0.35081735966896943,-0.3080849075205395
5220704,2019-07-01,0.3158743919715384,0.309551503578375,0.3189987744586934,0.2743967629457159
5220704,2019-08-01,-0.39861678827333413,-0.43567541469539117,-0.550338711932558,-0.5619535145202892
5220704,2019-09-01,-0.243183825535514,-0.6576432496331199,0.09957372473183426,-0.22735923129120894
5220704,2019-10-01,0.22014966519988222,-0.19271945891152917,-0.02272110846424452,0.5540947124672111
5220704,2019-11-01,0.06662697861289016,-0.2059763707570842,0.1373151977586965,-0.14745707124719826
5220704,2019-12-01,0.015526760069940169,-0.3835515048708392,-0.19622075780944337,-0.027033194970160684
5220704,2020-01-01,0.37057590706909177,0.13591332343138107,0.08238212708719497,0.2651154017771209
2332044,2013-01-01,-0.023750045896976595,-0.01185008397307935,-0.23248102259288334,-0.0374566491453866
2332044,2013-02-01,-0.09947635919033071,0.2699304270749123,-0.49638458315225964,-0.3111951184014299
2332044,2013-03-01,0.05846409599018005,-0.17249302501419816,-0.054054376791238354,0.01077086400067176
2332044,2013-04-01,-0.01675595421458698,0.14936308824711533,-0.4148342923261823,-0.09586731816974867
2332044,2013-05-01,-0.0575446619432128,-0.1169017011550102,-0.18390809544844988,-0.24624873334517344
2332044,2013-06-01,0.0611572352739508,-0.23757876603596048,-0.37358666492084447,-0.1327390538177619
2332044,2013-07-01,-0.03946732356170775,-0.2074387131402166,-0.03263520955775619,0.18793872620616645
2332044,2013-08-01,0.4150285868570519,0.5454665175025689,0.1697155076583637,0.12375429666523638
2332044,2013-09-01,0.08190037637495003,-0.033778461858741934,-0.35398582074419305,-0.01929746723328539
2332044,2013-10-01,0.1637253544433876,-0.05066678664121574,-0.20747896228797466,0.06722860998390506
2332044,2013-11-01,-0.1377888283028211,-0.17446616120345254,-0.08888988638878287,-0.4134902680378003
2332044,2013-12-01,0.07383301534470116,0.27801133913402565,-0.03598476021563472,-0.13442991105211957
